Airline Name,Flight Number,Number of Stops,Flight Duration,Ticket Class,Refundable Ticket,Baggage Allowance,Season,Weather Condition,Flight Price
GoAir,AI1305,2,3h 12m,Economy,No,25kg,Spring,Windy,4628
Vistara,AI1171,0,2h 34m,Economy,No,30kg,Summer,Foggy,3419
AirAsia India,AI1027,1,2h 1m,Business,Yes,25kg,Summer,Clear,7664
AirAsia India,AI1326,0,2h 55m,Business,Yes,15kg,Spring,Stormy,13427
SpiceJet,AI1406,2,3h 49m,Economy,No,20kg,Spring,Windy,3850
IndiGo,AI1182,1,3h 53m,Business,Yes,20kg,Autumn,Windy,18525
GoAir,AI1008,2,4h 4m,Economy,Yes,30kg,Spring,Windy,7436
IndiGo,AI1011,1,2h 9m,Business,Yes,30kg,Winter,Snowy,6949
SpiceJet,AI1396,1,2h 45m,Economy,No,25kg,Winter,Foggy,3580
AirAsia India,AI1143,1,3h 46m,Economy,Yes,30kg,Summer,Rainy,6280
Vistara,AI1100,0,2h 6m,Economy,No,15kg,Autumn,Snowy,6150
Vistara,AI1354,0,1h 19m,Economy,Yes,20kg,Winter,Foggy,6095
IndiGo,AI1256,2,3h 16m,Business,No,30kg,Autumn,Windy,7927
IndiGo,AI1110,2,3h 18m,Business,No,15kg,Autumn,Snowy,13872
Air India,AI1060,0,1h 11m,Business,Yes,20kg,Winter,Clear,8458
SpiceJet,AI1038,0,2h 45m,Economy,Yes,30kg,Winter,Foggy,8096
GoAir,AI1367,2,4h 35m,Business,Yes,20kg,Summer,Stormy,15995
AirAsia India,AI1052,2,4h 3m,Business,No,25kg,Winter,Foggy,14011
Air India,AI1437,1,2h 15m,Business,No,20kg,Spring,Snowy,9255
Akasa Air,AI1053,2,3h 0m,Economy,No,25kg,Winter,Stormy,5853
Akasa Air,AI1267,2,4h 51m,Economy,No,20kg,Autumn,Clear,7547
Vistara,AI1377,2,3h 31m,Economy,No,30kg,Winter,Snowy,5214
IndiGo,AI1194,2,3h 27m,Economy,Yes,30kg,Autumn,Clear,4464
IndiGo,AI1255,2,3h 45m,Business,Yes,15kg,Summer,Windy,14897
AirAsia India,AI1361,1,3h 21m,Economy,Yes,15kg,Autumn,Foggy,5236
Air India,AI1279,2,4h 30m,Economy,No,15kg,Summer,Clear,6579
GoAir,AI1079,2,4h 12m,Economy,Yes,30kg,Winter,Windy,9139
AirAsia India,AI1292,0,1h 47m,Economy,Yes,15kg,Autumn,Windy,6079
SpiceJet,AI1256,0,2h 0m,Economy,Yes,25kg,Spring,Foggy,6559
Vistara,AI1061,1,3h 4m,Economy,No,25kg,Autumn,Clear,7779
Vistara,AI1268,0,1h 55m,Economy,Yes,20kg,Winter,Rainy,5712
IndiGo,AI1272,2,3h 50m,Economy,Yes,20kg,Winter,Snowy,4193
GoAir,AI1257,0,2h 42m,Business,No,15kg,Spring,Stormy,8667
SpiceJet,AI1122,2,4h 27m,Economy,Yes,20kg,Autumn,Rainy,7204
GoAir,AI1092,0,2h 31m,Business,Yes,20kg,Autumn,Windy,13500
GoAir,AI1410,1,2h 1m,Economy,No,15kg,Summer,Rainy,6045
GoAir,AI1255,0,1h 23m,Economy,No,25kg,Winter,Snowy,6534
Akasa Air,AI1033,0,1h 5m,Business,Yes,15kg,Winter,Clear,14070
AirAsia India,AI1130,1,3h 46m,Economy,Yes,15kg,Autumn,Foggy,3972
Vistara,AI1105,0,2h 39m,Economy,Yes,25kg,Spring,Windy,6354
Air India,AI1142,1,3h 43m,Business,No,30kg,Autumn,Snowy,6919
SpiceJet,AI1078,1,3h 14m,Business,No,25kg,Winter,Snowy,14040
Air India,AI1048,0,2h 10m,Economy,No,30kg,Winter,Windy,3731
AirAsia India,AI1055,1,3h 28m,Economy,No,20kg,Summer,Foggy,3468
AirAsia India,AI1133,2,4h 4m,Economy,No,30kg,Spring,Clear,7023
AirAsia India,AI1485,1,2h 33m,Economy,No,30kg,Autumn,Snowy,6019
AirAsia India,AI1352,2,4h 3m,Business,Yes,30kg,Winter,Clear,11411
IndiGo,AI1368,2,3h 7m,Business,Yes,30kg,Autumn,Rainy,15439
Akasa Air,AI1140,1,2h 46m,Economy,Yes,30kg,Winter,Foggy,6834
Air India,AI1099,0,2h 16m,Economy,Yes,30kg,Summer,Clear,5194
IndiGo,AI1299,0,1h 49m,Business,Yes,25kg,Autumn,Rainy,8946
SpiceJet,AI1262,2,3h 36m,Business,Yes,20kg,Autumn,Rainy,11238
Air India,AI1342,1,2h 37m,Economy,No,15kg,Winter,Rainy,8511
AirAsia India,AI1081,2,3h 56m,Business,No,30kg,Spring,Foggy,9977
IndiGo,AI1250,2,3h 39m,Business,No,15kg,Winter,Foggy,6486
AirAsia India,AI1150,1,2h 7m,Business,No,30kg,Spring,Rainy,12236
SpiceJet,AI1163,0,2h 0m,Economy,No,20kg,Spring,Stormy,3041
GoAir,AI1363,1,2h 37m,Economy,No,25kg,Autumn,Foggy,4516
Vistara,AI1461,0,1h 42m,Business,No,20kg,Winter,Clear,9703
GoAir,AI1411,0,2h 36m,Business,Yes,20kg,Winter,Foggy,12966
IndiGo,AI1020,0,1h 9m,Business,Yes,15kg,Summer,Stormy,6868
Air India,AI1174,0,2h 48m,Business,Yes,25kg,Autumn,Rainy,11396
Air India,AI1081,1,3h 46m,Business,Yes,30kg,Summer,Clear,13588
Air India,AI1103,0,1h 48m,Economy,Yes,15kg,Autumn,Snowy,8511
GoAir,AI1242,2,3h 4m,Business,No,30kg,Winter,Foggy,10062
IndiGo,AI1330,2,3h 54m,Economy,No,15kg,Winter,Clear,4990
Air India,AI1432,1,2h 18m,Business,No,30kg,Summer,Windy,13840
SpiceJet,AI1436,2,3h 45m,Economy,No,20kg,Autumn,Windy,7561
GoAir,AI1343,1,2h 11m,Economy,No,25kg,Autumn,Foggy,6188
Akasa Air,AI1403,0,2h 51m,Economy,No,20kg,Spring,Snowy,6192
SpiceJet,AI1058,1,3h 44m,Business,No,20kg,Winter,Foggy,11492
AirAsia India,AI1181,1,2h 54m,Economy,No,20kg,Winter,Snowy,2983
Vistara,AI1409,0,2h 22m,Business,Yes,25kg,Summer,Clear,13884
SpiceJet,AI1338,2,4h 0m,Business,No,20kg,Summer,Windy,15653
SpiceJet,AI1207,2,3h 9m,Business,No,20kg,Winter,Snowy,13559
GoAir,AI1375,2,3h 45m,Business,Yes,15kg,Spring,Snowy,13243
Vistara,AI1370,0,2h 34m,Economy,No,20kg,Winter,Windy,5934
Akasa Air,AI1270,0,1h 5m,Economy,Yes,30kg,Spring,Clear,8376
Air India,AI1480,2,4h 52m,Economy,Yes,25kg,Winter,Foggy,9460
SpiceJet,AI1355,0,2h 56m,Business,Yes,25kg,Summer,Snowy,15194
Air India,AI1025,0,2h 48m,Business,Yes,15kg,Autumn,Windy,11130
GoAir,AI1310,2,4h 56m,Business,Yes,25kg,Autumn,Stormy,10123
IndiGo,AI1268,1,2h 57m,Economy,Yes,20kg,Autumn,Foggy,8081
AirAsia India,AI1141,0,1h 26m,Business,No,20kg,Summer,Stormy,11617
SpiceJet,AI1039,2,3h 1m,Economy,Yes,20kg,Winter,Foggy,9254
Vistara,AI1235,2,3h 50m,Economy,Yes,30kg,Autumn,Clear,9476
IndiGo,AI1091,2,4h 30m,Economy,Yes,15kg,Winter,Windy,6322
SpiceJet,AI1165,1,2h 43m,Economy,No,15kg,Summer,Clear,8334
AirAsia India,AI1185,2,3h 58m,Business,Yes,30kg,Summer,Snowy,9943
Air India,AI1263,0,2h 1m,Business,No,25kg,Spring,Snowy,5368
SpiceJet,AI1088,2,3h 31m,Business,Yes,30kg,Winter,Stormy,12131
SpiceJet,AI1470,2,3h 40m,Economy,Yes,20kg,Spring,Stormy,8522
Vistara,AI1264,2,4h 45m,Business,No,20kg,Summer,Foggy,7168
Vistara,AI1469,2,3h 5m,Business,No,20kg,Winter,Stormy,7037
Akasa Air,AI1190,2,4h 55m,Economy,Yes,30kg,Summer,Stormy,9448
GoAir,AI1334,1,2h 35m,Business,Yes,20kg,Winter,Clear,17461
IndiGo,AI1281,1,2h 33m,Economy,No,25kg,Spring,Snowy,7833
Akasa Air,AI1384,2,4h 20m,Business,No,25kg,Summer,Snowy,10371
SpiceJet,AI1322,1,3h 52m,Business,No,20kg,Winter,Stormy,5957
SpiceJet,AI1438,1,2h 57m,Business,No,25kg,Winter,Clear,8145
AirAsia India,AI1324,0,1h 40m,Economy,Yes,30kg,Autumn,Windy,7336
Air India,AI1185,1,3h 3m,Business,Yes,30kg,Spring,Snowy,9770
Air India,AI1243,0,2h 49m,Economy,No,30kg,Spring,Clear,4882
Akasa Air,AI1200,0,2h 0m,Economy,Yes,20kg,Summer,Clear,8061
GoAir,AI1091,0,2h 10m,Economy,No,15kg,Summer,Rainy,4573
IndiGo,AI1430,2,4h 0m,Economy,Yes,20kg,Winter,Snowy,5172
GoAir,AI1324,0,2h 3m,Economy,Yes,30kg,Summer,Snowy,7502
Air India,AI1445,0,1h 21m,Economy,No,30kg,Summer,Clear,5952
GoAir,AI1226,0,2h 25m,Business,Yes,20kg,Autumn,Clear,17005
SpiceJet,AI1152,2,4h 5m,Business,Yes,20kg,Summer,Snowy,14765
IndiGo,AI1091,2,4h 35m,Business,No,30kg,Summer,Stormy,9275
AirAsia India,AI1033,2,4h 8m,Economy,Yes,20kg,Spring,Stormy,9437
Akasa Air,AI1341,0,2h 12m,Business,Yes,30kg,Winter,Foggy,11152
Akasa Air,AI1233,1,2h 52m,Economy,No,30kg,Autumn,Stormy,6738
Air India,AI1272,2,3h 58m,Economy,Yes,25kg,Winter,Stormy,5564
AirAsia India,AI1066,0,2h 15m,Economy,Yes,25kg,Summer,Foggy,4729
SpiceJet,AI1194,1,3h 41m,Business,Yes,30kg,Autumn,Rainy,13469
SpiceJet,AI1141,1,3h 50m,Economy,No,25kg,Winter,Foggy,4818
Air India,AI1076,0,1h 55m,Business,No,25kg,Winter,Rainy,14101
IndiGo,AI1005,0,1h 43m,Business,Yes,15kg,Autumn,Clear,9603
Air India,AI1151,0,2h 31m,Economy,No,20kg,Spring,Stormy,4439
IndiGo,AI1060,1,3h 14m,Economy,No,20kg,Spring,Clear,5196
Air India,AI1479,2,4h 51m,Economy,No,15kg,Autumn,Stormy,7068
Vistara,AI1365,1,2h 27m,Economy,No,30kg,Summer,Clear,6688
Air India,AI1191,1,2h 42m,Economy,Yes,25kg,Winter,Snowy,8680
Vistara,AI1099,1,2h 47m,Business,Yes,30kg,Winter,Snowy,11055
IndiGo,AI1317,0,1h 31m,Economy,No,20kg,Autumn,Rainy,7820
SpiceJet,AI1125,2,3h 56m,Business,No,20kg,Winter,Foggy,7591
GoAir,AI1357,0,2h 51m,Economy,Yes,30kg,Winter,Foggy,7264
GoAir,AI1367,1,2h 8m,Business,No,25kg,Winter,Snowy,12725
SpiceJet,AI1458,1,3h 14m,Economy,Yes,30kg,Spring,Clear,6174
GoAir,AI1061,0,2h 51m,Economy,Yes,20kg,Autumn,Stormy,6613
Akasa Air,AI1266,1,3h 11m,Economy,Yes,25kg,Spring,Rainy,5357
Vistara,AI1229,0,2h 7m,Business,Yes,30kg,Autumn,Rainy,6808
GoAir,AI1335,1,3h 1m,Business,No,20kg,Autumn,Foggy,11472
AirAsia India,AI1115,1,3h 21m,Economy,No,30kg,Spring,Windy,4400
SpiceJet,AI1116,2,3h 35m,Business,No,15kg,Summer,Stormy,8763
AirAsia India,AI1087,2,4h 6m,Business,Yes,15kg,Autumn,Foggy,13134
GoAir,AI1085,1,3h 34m,Business,Yes,25kg,Autumn,Snowy,12011
IndiGo,AI1075,2,3h 42m,Business,No,25kg,Autumn,Foggy,5451
GoAir,AI1240,2,3h 21m,Business,Yes,25kg,Autumn,Foggy,13516
Vistara,AI1437,1,2h 21m,Business,Yes,15kg,Spring,Rainy,18611
AirAsia India,AI1202,1,3h 7m,Business,No,30kg,Summer,Foggy,8337
SpiceJet,AI1367,0,1h 57m,Economy,No,30kg,Autumn,Foggy,4960
AirAsia India,AI1291,2,3h 42m,Business,Yes,20kg,Summer,Windy,7308
Vistara,AI1331,0,2h 29m,Business,No,15kg,Winter,Foggy,6923
SpiceJet,AI1161,0,2h 21m,Economy,No,20kg,Spring,Stormy,4886
Air India,AI1069,0,2h 45m,Business,Yes,15kg,Summer,Stormy,6090
GoAir,AI1148,1,3h 49m,Business,Yes,30kg,Autumn,Clear,17492
IndiGo,AI1029,1,2h 51m,Economy,No,25kg,Summer,Clear,7668
AirAsia India,AI1396,0,1h 3m,Economy,Yes,15kg,Summer,Rainy,9565
SpiceJet,AI1143,2,3h 39m,Economy,Yes,25kg,Spring,Stormy,8845
GoAir,AI1380,2,3h 20m,Business,No,20kg,Summer,Clear,9171
AirAsia India,AI1188,2,3h 46m,Business,No,30kg,Spring,Clear,12161
IndiGo,AI1202,2,3h 17m,Economy,Yes,30kg,Summer,Rainy,6478
AirAsia India,AI1087,1,2h 57m,Economy,Yes,25kg,Autumn,Snowy,6475
Akasa Air,AI1118,0,2h 8m,Business,No,15kg,Winter,Snowy,11114
SpiceJet,AI1458,2,3h 56m,Economy,Yes,20kg,Summer,Clear,7269
GoAir,AI1271,1,3h 22m,Business,No,20kg,Summer,Foggy,14174
Air India,AI1122,2,4h 43m,Economy,No,25kg,Autumn,Rainy,4999
SpiceJet,AI1107,1,2h 49m,Economy,Yes,20kg,Winter,Foggy,5280
AirAsia India,AI1241,2,4h 1m,Business,Yes,25kg,Autumn,Stormy,7606
IndiGo,AI1214,2,3h 30m,Economy,No,20kg,Winter,Snowy,7506
Air India,AI1497,0,2h 20m,Economy,Yes,30kg,Summer,Windy,6706
IndiGo,AI1386,1,3h 4m,Economy,No,25kg,Autumn,Rainy,7613
Vistara,AI1004,2,3h 4m,Economy,Yes,20kg,Autumn,Windy,8981
IndiGo,AI1237,1,2h 25m,Business,No,25kg,Summer,Snowy,11374
SpiceJet,AI1402,2,4h 50m,Business,No,15kg,Summer,Windy,7824
Akasa Air,AI1258,1,2h 37m,Economy,Yes,20kg,Spring,Foggy,7553
SpiceJet,AI1155,0,1h 24m,Business,Yes,30kg,Winter,Windy,15130
Air India,AI1045,1,3h 18m,Business,No,15kg,Spring,Clear,8710
GoAir,AI1498,2,3h 38m,Business,No,15kg,Summer,Rainy,6282
AirAsia India,AI1123,2,3h 34m,Economy,Yes,15kg,Summer,Rainy,9705
IndiGo,AI1052,1,2h 5m,Economy,Yes,30kg,Winter,Foggy,5324
IndiGo,AI1496,0,1h 17m,Business,No,25kg,Autumn,Clear,13905
Air India,AI1332,1,3h 36m,Business,Yes,20kg,Spring,Stormy,10835
AirAsia India,AI1098,1,3h 40m,Economy,Yes,15kg,Winter,Windy,7949
SpiceJet,AI1468,0,1h 54m,Business,Yes,25kg,Summer,Stormy,5933
GoAir,AI1280,2,3h 22m,Business,Yes,30kg,Winter,Windy,17501
IndiGo,AI1187,0,1h 12m,Business,Yes,15kg,Autumn,Rainy,14011
SpiceJet,AI1136,2,3h 0m,Business,Yes,25kg,Autumn,Clear,13885
Air India,AI1493,1,2h 19m,Economy,Yes,30kg,Autumn,Rainy,5014
Akasa Air,AI1483,2,3h 4m,Economy,No,15kg,Summer,Stormy,5833
AirAsia India,AI1304,2,3h 24m,Business,Yes,15kg,Winter,Clear,8311
SpiceJet,AI1284,1,2h 33m,Economy,No,30kg,Winter,Windy,5216
AirAsia India,AI1045,1,3h 32m,Economy,Yes,25kg,Spring,Snowy,8604
SpiceJet,AI1094,0,1h 22m,Economy,Yes,15kg,Autumn,Snowy,6185
Vistara,AI1398,0,1h 15m,Business,No,20kg,Summer,Clear,7360
Vistara,AI1241,2,3h 21m,Business,Yes,25kg,Summer,Foggy,15285
Air India,AI1315,2,4h 11m,Economy,Yes,30kg,Autumn,Foggy,4813
AirAsia India,AI1405,1,3h 59m,Economy,No,20kg,Summer,Clear,4232
AirAsia India,AI1306,1,2h 14m,Business,Yes,20kg,Spring,Clear,14013
IndiGo,AI1040,2,3h 40m,Economy,Yes,15kg,Winter,Stormy,7201
GoAir,AI1369,2,4h 55m,Economy,No,25kg,Autumn,Rainy,4925
GoAir,AI1084,0,2h 45m,Economy,No,25kg,Summer,Stormy,5943
SpiceJet,AI1360,0,1h 41m,Business,Yes,25kg,Autumn,Clear,6508
Akasa Air,AI1151,1,3h 3m,Business,No,20kg,Winter,Stormy,11429
IndiGo,AI1046,0,1h 45m,Economy,Yes,25kg,Autumn,Windy,6258
SpiceJet,AI1264,0,2h 37m,Business,No,30kg,Autumn,Rainy,13829
AirAsia India,AI1282,2,4h 29m,Economy,No,25kg,Winter,Rainy,4327
Air India,AI1448,1,3h 36m,Business,No,15kg,Winter,Foggy,12001
IndiGo,AI1396,0,1h 56m,Business,No,25kg,Winter,Clear,5803
AirAsia India,AI1035,2,3h 23m,Economy,Yes,20kg,Summer,Windy,5549
GoAir,AI1459,1,2h 35m,Economy,No,20kg,Spring,Snowy,4241
GoAir,AI1425,0,2h 49m,Economy,No,25kg,Summer,Windy,5188
Air India,AI1208,0,1h 19m,Business,No,20kg,Winter,Rainy,13582
GoAir,AI1367,1,3h 50m,Business,Yes,30kg,Spring,Snowy,13279
IndiGo,AI1040,2,3h 28m,Economy,Yes,30kg,Summer,Stormy,4338
GoAir,AI1200,2,4h 17m,Business,Yes,30kg,Autumn,Stormy,13619
GoAir,AI1046,0,2h 16m,Economy,Yes,15kg,Winter,Snowy,7641
IndiGo,AI1089,2,3h 39m,Business,Yes,20kg,Spring,Snowy,7082
SpiceJet,AI1113,2,3h 46m,Economy,No,25kg,Winter,Stormy,6565
Air India,AI1196,1,2h 58m,Business,No,25kg,Spring,Foggy,12167
Akasa Air,AI1175,0,2h 27m,Business,Yes,25kg,Spring,Foggy,12851
Akasa Air,AI1087,0,1h 52m,Business,Yes,15kg,Autumn,Foggy,10056
GoAir,AI1240,2,4h 0m,Business,Yes,25kg,Spring,Snowy,11547
SpiceJet,AI1330,2,4h 36m,Economy,No,25kg,Summer,Windy,6618
SpiceJet,AI1166,0,1h 4m,Business,No,20kg,Spring,Snowy,7299
AirAsia India,AI1077,0,2h 42m,Business,Yes,30kg,Winter,Stormy,11358
SpiceJet,AI1243,0,2h 14m,Business,No,20kg,Autumn,Snowy,12409
Air India,AI1202,0,1h 32m,Economy,No,30kg,Spring,Windy,5494
AirAsia India,AI1471,2,4h 25m,Economy,No,25kg,Spring,Rainy,7433
Akasa Air,AI1486,0,1h 0m,Economy,No,30kg,Summer,Rainy,7767
Akasa Air,AI1363,2,3h 53m,Economy,Yes,30kg,Autumn,Windy,9456
Air India,AI1224,0,1h 28m,Economy,Yes,25kg,Autumn,Rainy,5737
IndiGo,AI1326,0,2h 27m,Business,Yes,20kg,Winter,Snowy,6842
GoAir,AI1133,2,4h 8m,Economy,Yes,30kg,Autumn,Rainy,10248
Air India,AI1432,0,2h 12m,Economy,No,15kg,Autumn,Stormy,6618
Air India,AI1270,2,4h 37m,Economy,No,15kg,Winter,Snowy,3862
GoAir,AI1171,1,3h 35m,Economy,Yes,15kg,Summer,Clear,7286
GoAir,AI1091,0,1h 24m,Business,No,30kg,Winter,Windy,6984
Akasa Air,AI1396,1,2h 36m,Economy,Yes,30kg,Autumn,Snowy,8035
Vistara,AI1360,0,1h 40m,Business,Yes,25kg,Summer,Clear,9465
Air India,AI1017,1,3h 30m,Business,Yes,15kg,Summer,Snowy,8091
Air India,AI1274,1,2h 35m,Business,No,25kg,Spring,Foggy,11264
GoAir,AI1105,2,3h 55m,Economy,No,20kg,Spring,Clear,4991
SpiceJet,AI1351,0,1h 3m,Economy,No,15kg,Autumn,Snowy,5352
AirAsia India,AI1170,0,1h 35m,Economy,No,25kg,Winter,Clear,5271
IndiGo,AI1313,1,2h 57m,Economy,No,20kg,Spring,Clear,6986
Akasa Air,AI1484,1,3h 28m,Economy,No,30kg,Winter,Snowy,7670
Vistara,AI1443,2,3h 7m,Economy,No,15kg,Spring,Clear,5175
IndiGo,AI1096,0,1h 8m,Economy,No,15kg,Winter,Stormy,5292
AirAsia India,AI1388,0,2h 15m,Economy,Yes,30kg,Autumn,Clear,5494
IndiGo,AI1448,2,4h 14m,Business,No,30kg,Autumn,Clear,10737
Akasa Air,AI1479,0,2h 39m,Business,Yes,30kg,Autumn,Foggy,12348
AirAsia India,AI1223,1,3h 15m,Economy,Yes,30kg,Winter,Windy,7533
GoAir,AI1103,2,3h 36m,Business,Yes,15kg,Winter,Clear,16118
AirAsia India,AI1404,0,1h 28m,Economy,Yes,20kg,Autumn,Foggy,5347
SpiceJet,AI1110,0,1h 17m,Business,No,25kg,Autumn,Clear,13813
GoAir,AI1157,0,2h 5m,Economy,Yes,20kg,Summer,Foggy,4679
Vistara,AI1007,2,4h 37m,Economy,Yes,30kg,Summer,Stormy,9259
GoAir,AI1282,2,3h 16m,Business,Yes,20kg,Autumn,Stormy,10456
Akasa Air,AI1207,1,2h 22m,Business,Yes,25kg,Spring,Foggy,7933
IndiGo,AI1153,1,2h 20m,Business,Yes,25kg,Summer,Clear,11701
AirAsia India,AI1257,0,1h 59m,Economy,No,15kg,Spring,Foggy,6524
AirAsia India,AI1495,1,3h 53m,Economy,Yes,25kg,Spring,Windy,10252
SpiceJet,AI1015,1,3h 40m,Economy,No,30kg,Spring,Foggy,6009
Akasa Air,AI1227,2,4h 9m,Economy,Yes,20kg,Winter,Clear,7996
Vistara,AI1347,2,4h 22m,Economy,No,20kg,Autumn,Rainy,3588
GoAir,AI1276,0,2h 35m,Business,No,30kg,Summer,Stormy,12704
Air India,AI1162,1,2h 19m,Business,Yes,30kg,Autumn,Stormy,11560
Akasa Air,AI1452,2,4h 10m,Economy,Yes,20kg,Winter,Windy,5116
Air India,AI1291,1,2h 1m,Business,No,20kg,Summer,Snowy,13165
Vistara,AI1206,1,4h 0m,Economy,No,15kg,Winter,Snowy,4191
IndiGo,AI1067,1,2h 27m,Economy,Yes,20kg,Autumn,Clear,6139
AirAsia India,AI1116,2,4h 25m,Business,Yes,20kg,Autumn,Foggy,8536
AirAsia India,AI1455,0,2h 50m,Business,Yes,30kg,Winter,Clear,13132
SpiceJet,AI1055,2,3h 31m,Economy,No,25kg,Summer,Stormy,4318
Akasa Air,AI1329,2,4h 44m,Economy,No,30kg,Autumn,Stormy,5989
Akasa Air,AI1259,0,1h 44m,Economy,No,25kg,Winter,Stormy,5274
GoAir,AI1302,1,2h 2m,Economy,No,20kg,Autumn,Foggy,4987
GoAir,AI1437,1,3h 50m,Economy,No,30kg,Spring,Rainy,5813
GoAir,AI1189,2,4h 49m,Business,Yes,25kg,Spring,Foggy,12513
Air India,AI1116,2,3h 6m,Economy,No,15kg,Winter,Foggy,5144
Air India,AI1498,1,2h 52m,Economy,Yes,15kg,Spring,Windy,4494
Vistara,AI1246,2,4h 40m,Economy,No,25kg,Spring,Foggy,6726
Air India,AI1405,2,3h 35m,Economy,No,25kg,Winter,Foggy,7542
GoAir,AI1156,0,2h 6m,Business,Yes,25kg,Spring,Clear,10964
IndiGo,AI1353,2,3h 32m,Business,Yes,30kg,Winter,Rainy,16251
Akasa Air,AI1180,2,3h 4m,Business,Yes,25kg,Summer,Clear,12138
Akasa Air,AI1234,2,4h 6m,Business,No,30kg,Winter,Foggy,7580
SpiceJet,AI1338,2,3h 1m,Economy,Yes,15kg,Autumn,Clear,10396
SpiceJet,AI1175,1,3h 12m,Business,Yes,15kg,Spring,Snowy,12930
GoAir,AI1392,2,3h 28m,Economy,No,25kg,Spring,Snowy,6976
Vistara,AI1276,0,1h 22m,Economy,No,15kg,Winter,Foggy,3524
SpiceJet,AI1442,1,2h 59m,Business,No,15kg,Autumn,Snowy,13564
SpiceJet,AI1044,1,3h 45m,Economy,Yes,20kg,Winter,Clear,10538
AirAsia India,AI1310,1,2h 16m,Economy,Yes,30kg,Summer,Windy,10020
Vistara,AI1024,2,3h 3m,Business,No,20kg,Summer,Foggy,8182
IndiGo,AI1418,0,1h 55m,Economy,Yes,15kg,Summer,Clear,6952
Air India,AI1114,1,3h 59m,Economy,Yes,25kg,Winter,Clear,6714
Air India,AI1420,1,3h 13m,Business,No,20kg,Spring,Stormy,10636
IndiGo,AI1187,1,3h 20m,Business,No,15kg,Spring,Snowy,5574
Vistara,AI1412,1,2h 9m,Economy,No,20kg,Autumn,Rainy,4478
AirAsia India,AI1324,2,4h 24m,Economy,Yes,30kg,Winter,Clear,7079
SpiceJet,AI1231,0,1h 2m,Business,No,15kg,Summer,Snowy,6590
Akasa Air,AI1467,2,3h 39m,Business,No,30kg,Summer,Windy,13921
IndiGo,AI1308,1,4h 0m,Economy,Yes,25kg,Spring,Clear,5206
Akasa Air,AI1246,0,2h 16m,Business,No,25kg,Summer,Rainy,11736
Vistara,AI1301,2,4h 14m,Economy,Yes,30kg,Spring,Windy,10032
Vistara,AI1143,2,3h 48m,Business,No,30kg,Autumn,Foggy,6320
AirAsia India,AI1348,0,2h 22m,Business,Yes,20kg,Summer,Stormy,14918
AirAsia India,AI1237,0,1h 10m,Economy,Yes,15kg,Autumn,Clear,8954
Vistara,AI1405,2,3h 6m,Business,No,30kg,Winter,Rainy,10325
AirAsia India,AI1422,0,1h 16m,Economy,Yes,15kg,Spring,Snowy,6129
IndiGo,AI1156,1,3h 18m,Economy,Yes,20kg,Summer,Snowy,8850
AirAsia India,AI1028,1,2h 8m,Economy,No,25kg,Summer,Snowy,4876
IndiGo,AI1229,1,2h 12m,Economy,No,20kg,Summer,Stormy,6321
Vistara,AI1347,0,1h 35m,Economy,No,15kg,Spring,Stormy,4478
GoAir,AI1313,1,2h 50m,Economy,Yes,30kg,Autumn,Stormy,6145
SpiceJet,AI1060,2,3h 47m,Economy,No,20kg,Spring,Stormy,4469
GoAir,AI1327,2,4h 59m,Business,No,30kg,Summer,Rainy,14525
IndiGo,AI1223,1,2h 13m,Business,Yes,15kg,Summer,Windy,15893
SpiceJet,AI1390,1,2h 28m,Business,Yes,30kg,Summer,Snowy,6460
Akasa Air,AI1280,1,3h 55m,Business,No,30kg,Summer,Snowy,8175
Air India,AI1498,2,3h 16m,Business,No,15kg,Autumn,Foggy,7227
Vistara,AI1242,1,3h 44m,Economy,Yes,15kg,Autumn,Stormy,4811
Air India,AI1015,1,2h 6m,Business,Yes,15kg,Spring,Foggy,13527
Akasa Air,AI1282,1,3h 25m,Business,No,25kg,Autumn,Rainy,7149
SpiceJet,AI1109,0,1h 56m,Economy,Yes,25kg,Autumn,Snowy,5132
Akasa Air,AI1362,2,3h 18m,Economy,Yes,25kg,Winter,Rainy,4098
AirAsia India,AI1188,2,4h 13m,Business,Yes,25kg,Winter,Foggy,9252
Akasa Air,AI1043,0,2h 41m,Economy,Yes,25kg,Autumn,Stormy,7371
GoAir,AI1297,1,2h 50m,Business,Yes,25kg,Autumn,Snowy,15244
GoAir,AI1031,2,3h 53m,Business,No,15kg,Summer,Windy,6246
IndiGo,AI1212,0,1h 37m,Business,Yes,25kg,Summer,Rainy,13564
GoAir,AI1106,1,2h 45m,Economy,Yes,20kg,Spring,Rainy,6671
Air India,AI1319,2,3h 1m,Economy,No,20kg,Summer,Windy,5885
GoAir,AI1455,1,3h 44m,Economy,No,25kg,Winter,Stormy,4718
AirAsia India,AI1418,2,4h 33m,Business,No,20kg,Autumn,Snowy,8608
IndiGo,AI1190,0,1h 47m,Economy,No,20kg,Spring,Clear,6221
GoAir,AI1487,2,3h 37m,Economy,No,15kg,Summer,Snowy,4571
AirAsia India,AI1088,2,3h 34m,Business,No,15kg,Winter,Stormy,6222
SpiceJet,AI1230,0,2h 31m,Business,Yes,25kg,Summer,Foggy,10672
AirAsia India,AI1197,0,1h 31m,Economy,No,15kg,Summer,Rainy,7136
Vistara,AI1104,0,2h 2m,Business,Yes,20kg,Spring,Windy,8633
